protein.key_protein.Accession,protein.Description,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep1_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep2_Merged_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep3_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep1_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep2_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep3_001_Merged_Spectrum_IA_final_protein,Present_NumFiles
534_AFAD_HUMAN,Afadin OS=Homo sapiens GN=MLLT4 PE=1 SV=3,17.9651,NaN,16.0732,NaN,NaN,38.0480,3
17443_THYG_HUMAN,Thyroglobulin OS=Homo sapiens GN=TG PE=1 SV=5,37.8592,NaN,5.5280,NaN,NaN,8.4714,3
6677_GEMI6_HUMAN,Gem-associated protein 6 OS=Homo sapiens GN=GEMIN6 PE=1 SV=1,NaN,NaN,0.1422,NaN,0.1986,0.2289,3
3332_CLP1L_HUMAN,Cleft lip and palate transmembrane protein 1-like protein OS=Homo sapiens GN=CLPTM1L PE=1 SV=1,NaN,NaN,NaN,0.4523,0.4850,0.9543,3
17293_TESK1_HUMAN,Dual specificity testis-specific protein kinase 1 OS=Homo sapiens GN=TESK1 PE=1 SV=2,NaN,NaN,NaN,0.1527,23.7396,1.0954,3
9823_LYRM2_HUMAN,LYR motif-containing protein 2 OS=Homo sapiens GN=LYRM2 PE=1 SV=1,1.0230,NaN,NaN,NaN,1.3089,0.0917,3
9926_MAFK_HUMAN,Transcription factor MafK OS=Homo sapiens GN=MAFK PE=1 SV=1,NaN,NaN,0.0607,0.0910,0.2022,NaN,3
4933_DUS23_HUMAN,Dual specificity protein phosphatase 23 OS=Homo sapiens GN=DUSP23 PE=1 SV=1,NaN,0.0662,NaN,0.0994,0.1996,NaN,3
14904_RRAS2_HUMAN,Ras-related protein R-Ras2 OS=Homo sapiens GN=RRAS2 PE=1 SV=1,1.6921,NaN,NaN,NaN,0.5558,0.5416,3
12752_PDCL3_HUMAN,Phosducin-like protein 3 OS=Homo sapiens GN=PDCL3 PE=1 SV=1,1.3155,NaN,NaN,NaN,0.5535,0.4036,3
17341_TF65_HUMAN,Transcription factor p65 OS=Homo sapiens GN=RELA PE=1 SV=2,3.9895,4.8634,0.9373,NaN,NaN,NaN,3
8443_JKIP3_HUMAN,Janus kinase and microtubule-interacting protein 3 OS=Homo sapiens GN=JAKMIP3 PE=2 SV=2,NaN,NaN,NaN,2.7171,6.8537,93.4032,3
1234_ASPC1_HUMAN,Tether containing UBX domain for GLUT4 OS=Homo sapiens GN=ASPSCR1 PE=1 SV=1,1.0287,NaN,NaN,NaN,0.2854,1.1490,3
17877_TNR6A_HUMAN,Trinucleotide repeat-containing gene 6A protein OS=Homo sapiens GN=TNRC6A PE=1 SV=2,NaN,NaN,2.1491,NaN,4.7135,1.6788,3
15713_SG196_HUMAN,Protein O-mannose kinase OS=Homo sapiens GN=POMK PE=1 SV=1,0.6730,NaN,1.1726,NaN,0.4914,NaN,3
5524_EXOS3_HUMAN,Exosome complex component RRP40 OS=Homo sapiens GN=EXOSC3 PE=1 SV=3,1.6424,NaN,NaN,0.2268,0.3213,NaN,3
11117_NDUA4_HUMAN,Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens GN=NDUFA4 PE=1 SV=1,1.9610,NaN,NaN,0.1371,0.6599,NaN,3
8588_KAP3_HUMAN,cAMP-dependent protein kinase type II-beta regulatory subunit OS=Homo sapiens GN=PRKAR2B PE=1 SV=3,1.3346,0.0605,NaN,NaN,5.1230,NaN,3
12470_PABP5_HUMAN,Polyadenylate-binding protein 5 OS=Homo sapiens GN=PABPC5 PE=2 SV=1,0.3929,0.0427,NaN,NaN,NaN,0.5233,3
2741_CE85L_HUMAN,Centrosomal protein of 85 kDa-like OS=Homo sapiens GN=CEP85L PE=1 SV=1,NaN,NaN,1.9393,1.1965,NaN,2.4073,3
7333_H33_HUMAN,Histone H3.3 OS=Homo sapiens GN=H3F3A PE=1 SV=2,27.1032,NaN,NaN,4.2621,NaN,22.4766,3
10844_MYL5_HUMAN,Myosin light chain 5 OS=Homo sapiens GN=MYL5 PE=2 SV=1,3.5861,NaN,0.1074,NaN,NaN,0.4686,3
15573_SEC63_HUMAN,Translocation protein SEC63 homolog OS=Homo sapiens GN=SEC63 PE=1 SV=2,3.8150,NaN,2.0140,NaN,NaN,2.9415,3
14132_RASH_HUMAN,GTPase HRas OS=Homo sapiens GN=HRAS PE=1 SV=1,0.0840,NaN,0.7319,NaN,0.1084,NaN,3
9420_LIMC1_HUMAN,LIM and calponin homology domains-containing protein 1 OS=Homo sapiens GN=LIMCH1 PE=1 SV=4,NaN,NaN,NaN,13.4231,15.8445,17.7521,3
5912_FAKD2_HUMAN,FAST kinase domain-containing protein 2 OS=Homo sapiens GN=FASTKD2 PE=1 SV=1,23.5049,NaN,NaN,NaN,6.6883,10.5354,3
18796_VATL_HUMAN,V-type proton ATPase 16 kDa proteolipid subunit OS=Homo sapiens GN=ATP6V0C PE=1 SV=1,2.4895,0.0577,NaN,NaN,2.2885,NaN,3
13146_PKHO1_HUMAN,Pleckstrin homology domain-containing family O member 1 OS=Homo sapiens GN=PLEKHO1 PE=1 SV=2,NaN,NaN,0.7485,NaN,1.0773,0.8718,3
2311_CC129_HUMAN,Coiled-coil domain-containing protein 129 OS=Homo sapiens GN=CCDC129 PE=2 SV=2,0.4715,NaN,1.3710,NaN,NaN,0.2422,3
5188_ELAV4_HUMAN,ELAV-like protein 4 OS=Homo sapiens GN=ELAVL4 PE=1 SV=2,NaN,NaN,NaN,0.1086,2.2735,0.0371,3
17088_TBB8L_HUMAN,Tubulin beta-8 chain-like protein LOC260334 OS=Homo sapiens PE=1 SV=1,0.1174,NaN,NaN,0.0490,0.0533,NaN,3
16006_SMC5_HUMAN,Structural maintenance of chromosomes protein 5 OS=Homo sapiens GN=SMC5 PE=1 SV=2,5.4670,NaN,NaN,7.2772,1.7639,NaN,3
78_1C15_HUMAN,HLA class I histocompatibility antigen_ Cw-15 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=1,0.8859,NaN,NaN,0.1002,NaN,0.0380,3
6188_FLOT1_HUMAN,Flotillin-1 OS=Homo sapiens GN=FLOT1 PE=1 SV=3,2.2903,NaN,NaN,NaN,1.0537,0.5328,3
15976_SLU7_HUMAN,Pre-mRNA-splicing factor SLU7 OS=Homo sapiens GN=SLU7 PE=1 SV=2,NaN,NaN,1.6490,0.0911,NaN,10.8040,3
2274_CC017_HUMAN,Uncharacterized protein C3orf17 OS=Homo sapiens GN=C3orf17 PE=1 SV=3,1.7160,0.6149,NaN,NaN,NaN,4.4889,3
9479_LLPH_HUMAN,Protein LLP homolog OS=Homo sapiens GN=LLPH PE=2 SV=1,0.4313,3.1919,NaN,NaN,NaN,0.2427,3
12342_OTU6B_HUMAN,OTU domain-containing protein 6B OS=Homo sapiens GN=OTUD6B PE=1 SV=1,NaN,NaN,0.3377,0.3756,NaN,1.2238,3
17025_TAF6_HUMAN,Transcription initiation factor TFIID subunit 6 OS=Homo sapiens GN=TAF6 PE=1 SV=1,3.0556,NaN,1.2496,NaN,NaN,9.6162,3
289_ABT1_HUMAN,Activator of basal transcription 1 OS=Homo sapiens GN=ABT1 PE=1 SV=1,NaN,NaN,0.7059,0.1967,NaN,0.6435,3
17758_TMM43_HUMAN,Transmembrane protein 43 OS=Homo sapiens GN=TMEM43 PE=1 SV=1,4.3156,NaN,0.6542,NaN,NaN,2.1266,3
145_68MP_HUMAN,6.8 kDa mitochondrial proteolipid OS=Homo sapiens GN=MP68 PE=1 SV=1,0.9354,0.1413,NaN,NaN,0.0628,NaN,3
9997_MAP1A_HUMAN,Microtubule-associated protein 1A OS=Homo sapiens GN=MAP1A PE=1 SV=6,NaN,NaN,NaN,2.9425,29.6045,27.1655,3
14153_RB39B_HUMAN,Ras-related protein Rab-39B OS=Homo sapiens GN=RAB39B PE=1 SV=1,0.2212,NaN,NaN,NaN,0.1014,1.2074,3
13946_PYRG2_HUMAN,CTP synthase 2 OS=Homo sapiens GN=CTPS2 PE=1 SV=1,2.8442,3.8503,NaN,NaN,NaN,10.5149,3
11935_OAS3_HUMAN,2'-5'-oligoadenylate synthase 3 OS=Homo sapiens GN=OAS3 PE=1 SV=3,5.5645,NaN,NaN,NaN,1.6599,4.0124,3
12625_PCBP3_HUMAN,Poly(rC)-binding protein 3 OS=Homo sapiens GN=PCBP3 PE=2 SV=2,0.6498,NaN,NaN,0.0455,3.2579,NaN,3
6148_FIGL1_HUMAN,Fidgetin-like protein 1 OS=Homo sapiens GN=FIGNL1 PE=1 SV=2,NaN,0.1403,NaN,NaN,0.1682,11.2940,3
17436_THTM_HUMAN,3-mercaptopyruvate sulfurtransferase OS=Homo sapiens GN=MPST PE=1 SV=3,2.5828,NaN,1.2678,NaN,NaN,1.5579,3
17996_TR112_HUMAN,Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens GN=TRMT112 PE=1 SV=1,NaN,NaN,0.2236,NaN,0.1543,0.4370,3
5982_FBX22_HUMAN,F-box only protein 22 OS=Homo sapiens GN=FBXO22 PE=1 SV=1,2.1444,NaN,NaN,NaN,0.7903,0.7835,3
1240_ASPM_HUMAN,Abnormal spindle-like microcephaly-associated protein OS=Homo sapiens GN=ASPM PE=1 SV=2,31.5124,20.6579,NaN,42.6441,NaN,NaN,3
12295_OS9_HUMAN,Protein OS-9 OS=Homo sapiens GN=OS9 PE=1 SV=1,NaN,NaN,NaN,1.7647,2.8394,4.9778,3
13445_PPIL3_HUMAN,Peptidyl-prolyl cis-trans isomerase-like 3 OS=Homo sapiens GN=PPIL3 PE=1 SV=1,0.7170,0.0654,NaN,NaN,NaN,0.3822,3
19393_Z3H7A_HUMAN,Zinc finger CCCH domain-containing protein 7A OS=Homo sapiens GN=ZC3H7A PE=1 SV=1,4.0743,NaN,NaN,2.6350,3.1464,NaN,3
16066_SMTN_HUMAN,Smoothelin OS=Homo sapiens GN=SMTN PE=1 SV=7,NaN,NaN,NaN,2.3354,0.6641,2.7151,3
4443_DDX28_HUMAN,Probable ATP-dependent RNA helicase DDX28 OS=Homo sapiens GN=DDX28 PE=1 SV=2,NaN,NaN,NaN,0.6941,1.2112,0.9557,3
7581_HMHA1_HUMAN,Minor histocompatibility protein HA-1 OS=Homo sapiens GN=HMHA1 PE=1 SV=2,20.4044,0.1648,NaN,NaN,NaN,1.8181,3
10609_MRO2B_HUMAN,Maestro heat-like repeat-containing protein family member 2B OS=Homo sapiens GN=MROH2B PE=2 SV=3,NaN,NaN,3.0162,4.8442,4.0136,NaN,3
4404_DCTN5_HUMAN,Dynactin subunit 5 OS=Homo sapiens GN=DCTN5 PE=1 SV=1,0.5133,NaN,NaN,1.6900,1.1940,NaN,3
7062_GPR56_HUMAN,G-protein coupled receptor 56 OS=Homo sapiens GN=GPR56 PE=1 SV=2,NaN,NaN,0.2088,0.1351,0.1779,NaN,3
10231_MESD_HUMAN,LDLR chaperone MESD OS=Homo sapiens GN=MESDC2 PE=1 SV=2,1.3103,NaN,0.1675,NaN,NaN,0.9414,3
624_AKAP8_HUMAN,A-kinase anchor protein 8 OS=Homo sapiens GN=AKAP8 PE=1 SV=1,NaN,NaN,0.4940,0.4538,0.9185,NaN,3
7944_IF172_HUMAN,Intraflagellar transport protein 172 homolog OS=Homo sapiens GN=IFT172 PE=1 SV=2,16.7605,NaN,NaN,NaN,9.7634,9.7196,3
4667_DLRB1_HUMAN,Dynein light chain roadblock-type 1 OS=Homo sapiens GN=DYNLRB1 PE=1 SV=3,0.1456,1.5771,0.0417,NaN,NaN,NaN,3
1028_ARCH_HUMAN,Protein archease OS=Homo sapiens GN=ZBTB8OS PE=1 SV=2,NaN,NaN,NaN,0.3002,0.2345,0.1600,3
4437_DDX20_HUMAN,Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens GN=DDX20 PE=1 SV=2,4.5356,NaN,NaN,NaN,2.3317,5.2343,3
2838_CETN2_HUMAN,Centrin-2 OS=Homo sapiens GN=CETN2 PE=1 SV=1,0.2068,NaN,NaN,NaN,1.0146,0.8131,3
14108_RAP2C_HUMAN,Ras-related protein Rap-2c OS=Homo sapiens GN=RAP2C PE=1 SV=1,0.5262,NaN,NaN,0.1952,NaN,0.3175,3
11719_NUP88_HUMAN,Nuclear pore complex protein Nup88 OS=Homo sapiens GN=NUP88 PE=1 SV=2,3.9456,NaN,1.0864,NaN,1.3823,NaN,3
13876_PTPRS_HUMAN,Receptor-type tyrosine-protein phosphatase S OS=Homo sapiens GN=PTPRS PE=1 SV=3,NaN,1.8214,NaN,NaN,5.0821,1.8279,3
17793_TMM97_HUMAN,Transmembrane protein 97 OS=Homo sapiens GN=TMEM97 PE=1 SV=1,0.3173,NaN,NaN,0.1568,NaN,0.2661,3
11428_NOP9_HUMAN,Nucleolar protein 9 OS=Homo sapiens GN=NOP9 PE=1 SV=1,4.4623,NaN,1.4898,NaN,NaN,3.7236,3
16283_SPC25_HUMAN,Kinetochore protein Spc25 OS=Homo sapiens GN=SPC25 PE=1 SV=1,9.1275,NaN,NaN,NaN,0.8635,3.0067,3
6926_GOGA2_HUMAN,Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3,8.1027,NaN,NaN,NaN,2.5994,1.4520,3
15822_SI1L3_HUMAN,Signal-induced proliferation-associated 1-like protein 3 OS=Homo sapiens GN=SIPA1L3 PE=1 SV=3,NaN,NaN,3.7099,6.4403,NaN,18.8703,3
3004_CHMP3_HUMAN,Charged multivesicular body protein 3 OS=Homo sapiens GN=CHMP3 PE=1 SV=3,1.7155,NaN,NaN,NaN,1.0051,3.0494,3
1121_ARMC6_HUMAN,Armadillo repeat-containing protein 6 OS=Homo sapiens GN=ARMC6 PE=1 SV=2,3.3729,NaN,NaN,1.8307,NaN,1.2794,3
15966_SLMAP_HUMAN,Sarcolemmal membrane-associated protein OS=Homo sapiens GN=SLMAP PE=1 SV=1,22.1213,NaN,10.0004,NaN,8.3548,NaN,3
14369_RFOX2_HUMAN,RNA binding protein fox-1 homolog 2 OS=Homo sapiens GN=RBFOX2 PE=1 SV=3,0.8151,NaN,NaN,NaN,0.1613,3.5350,3
558_AGFG1_HUMAN,Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens GN=AGFG1 PE=1 SV=2,3.3072,5.9933,NaN,NaN,NaN,1.2258,3
7515_HID1_HUMAN,Protein HID1 OS=Homo sapiens GN=HID1 PE=1 SV=1,2.3672,3.1677,NaN,NaN,2.4979,NaN,3
11_1A02_HUMAN,HLA class I histocompatibility antigen_ A-2 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1,NaN,NaN,NaN,0.1991,0.8130,1.4074,3
17229_TDIF1_HUMAN,Deoxynucleotidyltransferase terminal-interacting protein 1 OS=Homo sapiens GN=DNTTIP1 PE=1 SV=2,NaN,NaN,0.7151,NaN,0.3333,1.0195,3
15476_SCG1_HUMAN,Secretogranin-1 OS=Homo sapiens GN=CHGB PE=1 SV=2,NaN,NaN,4.9001,7.0340,1.1587,NaN,3
3290_CLD4_HUMAN,Claudin-4 OS=Homo sapiens GN=CLDN4 PE=1 SV=1,2.5254,NaN,0.9252,NaN,NaN,1.6621,3
18301_TTC37_HUMAN,Tetratricopeptide repeat protein 37 OS=Homo sapiens GN=TTC37 PE=1 SV=1,NaN,NaN,2.3273,2.3773,NaN,2.9466,3
13390_PP1R7_HUMAN,Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens GN=PPP1R7 PE=1 SV=1,7.3680,NaN,0.9707,NaN,NaN,4.3081,3
12464_PAAF1_HUMAN,Proteasomal ATPase-associated factor 1 OS=Homo sapiens GN=PAAF1 PE=1 SV=2,2.8637,NaN,0.6462,NaN,NaN,0.5073,3
19046_WDR87_HUMAN,WD repeat-containing protein 87 OS=Homo sapiens GN=WDR87 PE=1 SV=3,156.5241,NaN,NaN,12.4766,NaN,46.4082,3
10_1A01_HUMAN,HLA class I histocompatibility antigen_ A-1 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1,NaN,NaN,0.0367,0.0606,NaN,0.1814,3
18470_UB2E2_HUMAN,Ubiquitin-conjugating enzyme E2 E2 OS=Homo sapiens GN=UBE2E2 PE=1 SV=1,2.1704,NaN,0.1673,0.1820,NaN,NaN,3
3366_CMS1_HUMAN,Protein CMSS1 OS=Homo sapiens GN=CMSS1 PE=1 SV=2,NaN,0.1026,NaN,NaN,0.9014,0.4351,3
14194_RBM34_HUMAN,RNA-binding protein 34 OS=Homo sapiens GN=RBM34 PE=1 SV=2,NaN,NaN,NaN,0.4990,1.5256,1.1396,3
16088_SNF5_HUMAN,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 OS=Homo sapiens GN=SMARCB1 PE=1 SV=2,NaN,NaN,NaN,0.5723,0.6795,1.1977,3
1848_C10_HUMAN,Protein C10 OS=Homo sapiens GN=C12orf57 PE=1 SV=1,0.4877,NaN,0.2632,NaN,0.1028,NaN,3
3428_CNNM1_HUMAN,Metal transporter CNNM1 OS=Homo sapiens GN=CNNM1 PE=2 SV=3,1.5695,NaN,NaN,2.2630,5.4587,NaN,3
7379_HBD_HUMAN,Hemoglobin subunit delta OS=Homo sapiens GN=HBD PE=1 SV=2,2.2233,NaN,NaN,NaN,0.5320,0.2213,3
14661_RM42_HUMAN,39S ribosomal protein L42_ mitochondrial OS=Homo sapiens GN=MRPL42 PE=1 SV=1,NaN,NaN,NaN,0.5848,0.1141,0.3834,3
9912_MAD1_HUMAN,Max dimerization protein 1 OS=Homo sapiens GN=MXD1 PE=1 SV=1,NaN,0.0531,NaN,0.0621,0.2850,NaN,3
13495_PQBP1_HUMAN,Polyglutamine-binding protein 1 OS=Homo sapiens GN=PQBP1 PE=1 SV=1,1.8419,0.1701,NaN,NaN,NaN,0.8118,3
11333_NKTR_HUMAN,NK-tumor recognition protein OS=Homo sapiens GN=NKTR PE=1 SV=2,NaN,NaN,2.4176,2.9240,NaN,12.6993,3
35_1B13_HUMAN,HLA class I histocompatibility antigen_ B-13 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1,0.4752,NaN,2.5514,NaN,NaN,0.7960,3
9953_MAGD2_HUMAN,Melanoma-associated antigen D2 OS=Homo sapiens GN=MAGED2 PE=1 SV=2,3.1551,NaN,NaN,2.0832,NaN,1.5984,3
19358_YTHD1_HUMAN,YTH domain-containing family protein 1 OS=Homo sapiens GN=YTHDF1 PE=1 SV=1,1.7402,NaN,NaN,0.4099,NaN,0.7395,3
6069_FERM2_HUMAN,Fermitin family homolog 2 OS=Homo sapiens GN=FERMT2 PE=1 SV=1,9.0519,NaN,2.1252,NaN,1.3511,NaN,3
13330_PODXL_HUMAN,Podocalyxin OS=Homo sapiens GN=PODXL PE=1 SV=2,2.6746,NaN,NaN,1.5765,NaN,1.7669,3
8231_INT11_HUMAN,Integrator complex subunit 11 OS=Homo sapiens GN=CPSF3L PE=1 SV=2,NaN,NaN,NaN,2.9867,2.7976,2.9191,3
11739_NXPE1_HUMAN,NXPE family member 1 OS=Homo sapiens GN=NXPE1 PE=2 SV=2,5.7129,NaN,NaN,1.4584,0.1583,NaN,3
3975_CSPP1_HUMAN,Centrosome and spindle pole-associated protein 1 OS=Homo sapiens GN=CSPP1 PE=1 SV=4,NaN,NaN,0.7699,2.1701,15.8889,NaN,3
3437_CNOT3_HUMAN,CCR4-NOT transcription complex subunit 3 OS=Homo sapiens GN=CNOT3 PE=1 SV=1,13.4823,NaN,4.7995,NaN,NaN,5.2736,3
6152_FIL1L_HUMAN,Filamin A-interacting protein 1-like OS=Homo sapiens GN=FILIP1L PE=1 SV=2,14.0750,NaN,3.3072,3.1476,NaN,NaN,3
20156_ZRAB2_HUMAN,Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens GN=ZRANB2 PE=1 SV=2,1.4199,NaN,NaN,0.1777,NaN,1.5932,3
16056_SMRCD_HUMAN,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens GN=SMARCAD1 PE=1 SV=2,NaN,NaN,NaN,2.9203,4.2988,12.7249,3
11168_NECP1_HUMAN,Adaptin ear-binding coat-associated protein 1 OS=Homo sapiens GN=NECAP1 PE=1 SV=2,NaN,NaN,NaN,0.2420,0.1589,0.3285,3
16702_STX8_HUMAN,Syntaxin-8 OS=Homo sapiens GN=STX8 PE=1 SV=2,NaN,NaN,0.2314,0.4409,NaN,0.7509,3
18595_UBR5_HUMAN,E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens GN=UBR5 PE=1 SV=2,NaN,NaN,NaN,9.3614,8.3012,10.0752,3
34_1B08_HUMAN,HLA class I histocompatibility antigen_ B-8 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1,NaN,NaN,0.0721,NaN,0.4844,0.3732,3
13566_PRDM1_HUMAN,PR domain zinc finger protein 1 OS=Homo sapiens GN=PRDM1 PE=1 SV=2,2.7952,NaN,NaN,NaN,9.3329,3.9899,3
18088_TRI51_HUMAN,Tripartite motif-containing protein 51 OS=Homo sapiens GN=TRIM51 PE=2 SV=2,6.0579,0.0272,NaN,0.3356,NaN,NaN,3
5931_FANCI_HUMAN,Fanconi anemia group I protein OS=Homo sapiens GN=FANCI PE=1 SV=4,39.3760,NaN,NaN,NaN,2.8161,4.0889,3
6883_GNAT2_HUMAN,Guanine nucleotide-binding protein G(t) subunit alpha-2 OS=Homo sapiens GN=GNAT2 PE=1 SV=4,0.1114,NaN,0.0451,NaN,NaN,0.2421,3
4717_DNJB3_HUMAN,DnaJ homolog subfamily B member 3 OS=Homo sapiens GN=DNAJB3 PE=1 SV=1,NaN,NaN,0.0209,0.0233,0.0965,NaN,3
16865_SYTL4_HUMAN,Synaptotagmin-like protein 4 OS=Homo sapiens GN=SYTL4 PE=1 SV=2,13.9037,NaN,NaN,4.1533,8.9277,NaN,3
7499_HGH1_HUMAN,Protein HGH1 homolog OS=Homo sapiens GN=HGH1 PE=1 SV=1,NaN,NaN,NaN,0.3632,2.0658,1.4770,3
10739_MTNB_HUMAN,Methylthioribulose-1-phosphate dehydratase OS=Homo sapiens GN=APIP PE=1 SV=1,2.3931,NaN,NaN,0.1370,NaN,0.4965,3
18140_TRM61_HUMAN,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A OS=Homo sapiens GN=TRMT61A PE=1 SV=1,1.0789,NaN,0.5641,NaN,0.1542,NaN,3
18175_TRRAP_HUMAN,Transformation/transcription domain-associated protein OS=Homo sapiens GN=TRRAP PE=1 SV=3,NaN,13.9614,NaN,9.6769,NaN,14.8451,3
2996_CHM1A_HUMAN,Charged multivesicular body protein 1a OS=Homo sapiens GN=CHMP1A PE=1 SV=1,NaN,NaN,NaN,0.8874,0.3200,1.7832,3
13207_PLEK2_HUMAN,Pleckstrin-2 OS=Homo sapiens GN=PLEK2 PE=1 SV=1,NaN,NaN,NaN,0.2724,0.5825,0.8730,3
9316_LCMT1_HUMAN,Leucine carboxyl methyltransferase 1 OS=Homo sapiens GN=LCMT1 PE=1 SV=2,1.4844,NaN,0.7693,NaN,NaN,0.9588,3
1051_ARGL1_HUMAN,Arginine and glutamate-rich protein 1 OS=Homo sapiens GN=ARGLU1 PE=1 SV=1,2.2232,NaN,NaN,1.0120,1.3824,NaN,3
13250_PLSL_HUMAN,Plastin-2 OS=Homo sapiens GN=LCP1 PE=1 SV=6,1.1638,NaN,NaN,NaN,0.7576,0.5537,3
8195_INF2_HUMAN,Inverted formin-2 OS=Homo sapiens GN=INF2 PE=1 SV=2,NaN,NaN,NaN,1.3176,4.6323,2.2177,3
5579_F122B_HUMAN,Protein FAM122B OS=Homo sapiens GN=FAM122B PE=1 SV=2,NaN,NaN,NaN,0.2421,0.2417,0.5563,3
12987_PHLB2_HUMAN,Pleckstrin homology-like domain family B member 2 OS=Homo sapiens GN=PHLDB2 PE=1 SV=2,NaN,NaN,NaN,4.7018,3.8587,7.7942,3
18606_UBXN4_HUMAN,UBX domain-containing protein 4 OS=Homo sapiens GN=UBXN4 PE=1 SV=2,2.3346,NaN,NaN,0.1158,NaN,1.5636,3
19254_YI028_HUMAN,Putative UPF0609 protein C4orf27-like OS=Homo sapiens PE=3 SV=1,0.5782,NaN,0.5762,NaN,NaN,0.8948,3
7178_GRSF1_HUMAN,G-rich sequence factor 1 OS=Homo sapiens GN=GRSF1 PE=1 SV=3,4.2220,NaN,NaN,NaN,1.4503,3.8846,3
16002_SMC1B_HUMAN,Structural maintenance of chromosomes protein 1B OS=Homo sapiens GN=SMC1B PE=2 SV=2,NaN,NaN,NaN,5.8999,2.4272,7.9990,3
4788_DPCD_HUMAN,Protein DPCD OS=Homo sapiens GN=DPCD PE=1 SV=2,NaN,NaN,NaN,0.2791,0.7324,1.7943,3
5894_FACR1_HUMAN,Fatty acyl-CoA reductase 1 OS=Homo sapiens GN=FAR1 PE=1 SV=1,NaN,NaN,NaN,1.7147,1.5112,2.0008,3
9610_LRC45_HUMAN,Leucine-rich repeat-containing protein 45 OS=Homo sapiens GN=LRRC45 PE=1 SV=1,26.5892,NaN,NaN,NaN,1.5071,0.6964,3
8795_KHDR3_HUMAN,KH domain-containing_ RNA-binding_ signal transduction-associated protein 3 OS=Homo sapiens GN=KHDRBS3 PE=1 SV=1,4.1891,NaN,1.1506,NaN,4.7752,NaN,3
15177_S2533_HUMAN,Solute carrier family 25 member 33 OS=Homo sapiens GN=SLC25A33 PE=1 SV=1,0.2597,0.0514,NaN,NaN,0.1133,NaN,3
5186_ELAV2_HUMAN,ELAV-like protein 2 OS=Homo sapiens GN=ELAVL2 PE=1 SV=2,NaN,0.8596,NaN,NaN,0.0266,0.1084,3
17861_TNPO3_HUMAN,Transportin-3 OS=Homo sapiens GN=TNPO3 PE=1 SV=3,13.1068,NaN,1.8029,NaN,NaN,5.1568,3
8605_KAZRN_HUMAN,Kazrin OS=Homo sapiens GN=KAZN PE=1 SV=2,11.1185,NaN,NaN,3.3861,3.6752,NaN,3
1278_AT2A3_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 OS=Homo sapiens GN=ATP2A3 PE=1 SV=2,NaN,NaN,NaN,10.7025,0.7984,6.5151,3
1377_ATPK_HUMAN,ATP synthase subunit f_ mitochondrial OS=Homo sapiens GN=ATP5J2 PE=1 SV=3,1.1212,0.3633,NaN,NaN,NaN,1.8315,3
7406_HDAC3_HUMAN,Histone deacetylase 3 OS=Homo sapiens GN=HDAC3 PE=1 SV=2,0.3813,0.1017,NaN,NaN,NaN,2.7063,3
10362_MINK1_HUMAN,Misshapen-like kinase 1 OS=Homo sapiens GN=MINK1 PE=1 SV=2,7.4655,NaN,7.2627,NaN,NaN,3.0230,3
2357_CC186_HUMAN,Coiled-coil domain-containing protein 186 OS=Homo sapiens GN=CCDC186 PE=1 SV=2,38.7772,NaN,NaN,NaN,1.6713,8.2102,3
19020_WDR4_HUMAN,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4 OS=Homo sapiens GN=WDR4 PE=1 SV=2,0.6093,NaN,NaN,1.5671,NaN,1.0195,3
10021_MARH5_HUMAN,E3 ubiquitin-protein ligase MARCH5 OS=Homo sapiens GN=MARCH5 PE=1 SV=1,1.4255,NaN,0.4990,NaN,NaN,0.1665,3
4740_DNMBP_HUMAN,Dynamin-binding protein OS=Homo sapiens GN=DNMBP PE=1 SV=1,53.1539,NaN,4.6906,NaN,NaN,53.4642,3
