protein.Accession,protein.Description,1 None,2 None,3 None,1 TGFB,2 TGFB,3 TGFB
P62913,60S ribosomal protein L11 OS=Homo sapiens GN=RPL11 PE=1 SV=2,32.3037,578.2812,2332.0236,996.6033,943.9518,726.5013
O76003,Glutaredoxin-3 OS=Homo sapiens GN=GLRX3 PE=1 SV=2,70.122,311.4639,1699.6281,733.3389,371.6955,382.533
P62917,60S ribosomal protein L8 OS=Homo sapiens GN=RPL8 PE=1 SV=2,293.1702,789.8958,2959.5783,1382.6277,971.1948,874.0866
P55957,BH3-interacting domain death agonist OS=Homo sapiens GN=BID PE=1 SV=1,138.5973,236.4276,1268.7141,592.9221,438.66,293.2578
Q08431,Lactadherin OS=Homo sapiens GN=MFGE8 PE=1 SV=2,136.0128,178.5933,954.8514,391.9458,302.4291,198.1287
Q10471,Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens GN=GALNT2 PE=1 SV=1,186.0084,181.8513,972.264,344.4525,192.5688,162.1464
P07384,Calpain-1 catalytic subunit OS=Homo sapiens GN=CAPN1 PE=1 SV=1,308.688,484.2573,2257.3947,713.6586,414.7647,311.3976
O00429,Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=1 SV=2,840.2907,182.2968,800.0937,475.8438,450.7797,172.9377
P06396,Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1,298.8396,687.2376,4321.812,1294.2645,811.9866,650.361
Q9NTX5,Ethylmalonyl-CoA decarboxylase OS=Homo sapiens GN=ECHDC1 PE=1 SV=2,142.3248,321.7902,1421.9412,509.8326,336.549,305.4099
P50552,Vasodilator-stimulated phosphoprotein OS=Homo sapiens GN=VASP PE=1 SV=3,279.681,359.1087,1580.3454,722.484,570.3129,423.4002
Q9Y371,Endophilin-B1 OS=Homo sapiens GN=SH3GLB1 PE=1 SV=1,286.6269,263.8095,1527.1077,521.2878,273.2274,278.9988
Q9H0U4,Ras-related protein Rab-1B OS=Homo sapiens GN=RAB1B PE=1 SV=1,296.211,128.5914,1413.2583,969.6384,498.5556,536.9349
Q9Y376,Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1,80.1723,124.7187,654.8367,245.6643,162.5925,81.4917
Q9NTJ5,Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens GN=SACM1L PE=1 SV=2,248.6397,283.5513,1082.0313,480.2088,456.282,229.2054
P23396,40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2,409.3107,513.9399,2376.1749,1107.0549,904.4433,658.2543
P00491,Purine nucleoside phosphorylase OS=Homo sapiens GN=PNP PE=1 SV=2,201.8952,286.4979,870.5181,526.1964,401.004,337.4148
P00492,Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens GN=HPRT1 PE=1 SV=2,201.8199,376.9929,1651.1754,624.0777,322.6728,398.5746
P35268,60S ribosomal protein L22 OS=Homo sapiens GN=RPL22 PE=1 SV=2,246.0441,523.9044,2951.0505,1052.1483,683.5041,627.0843
Q08AM6,Protein VAC14 homolog OS=Homo sapiens GN=VAC14 PE=1 SV=1,26.2596,86.8251,320.6397,262.4745,168.5034,104.4975
Q01130,Serine/arginine-rich splicing factor 2 OS=Homo sapiens GN=SRSF2 PE=1 SV=4,111.3306,23.1513,38.5677,89.3751,10.7841,8.9196
Q10713,Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens GN=PMPCA PE=1 SV=2,150.024,89.5254,638.4669,293.0514,204.8715,152.8593
P14314,Glucosidase 2 subunit beta OS=Homo sapiens GN=PRKCSH PE=1 SV=2,304.3077,233.8548,1973.6316,815.1645,314.5008,343.9992
P00367,Glutamate dehydrogenase 1_ mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2,199.3233,495.915,1911.4002,588.9879,503.3532,360.9318
O15305,Phosphomannomutase 2 OS=Homo sapiens GN=PMM2 PE=1 SV=1,119.0808,69.2382,300.6117,126.0009,77.9415,101.3907
P00568,Adenylate kinase isoenzyme 1 OS=Homo sapiens GN=AK1 PE=1 SV=3,45.9618,203.5263,408.4881,162.6795,161.5818,63.0939
P00387,NADH-cytochrome b5 reductase 3 OS=Homo sapiens GN=CYB5R3 PE=1 SV=3,531.8313,1272.7614,3864.945,1950.1494,1137.3,1185.0594
Q92499,ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2,105.624,344.7438,1633.0254,920.0037,492.4629,472.3863
P54920,Alpha-soluble NSF attachment protein OS=Homo sapiens GN=NAPA PE=1 SV=3,398.7702,274.2624,1551.2493,408.8508,622.2315,403.6314
Q13243,Serine/arginine-rich splicing factor 5 OS=Homo sapiens GN=SRSF5 PE=1 SV=1,124.8999,156.7746,654.9258,337.5006,173.0598,148.8096
Q3ZCM7,Tubulin beta-8 chain OS=Homo sapiens GN=TUBB8 PE=1 SV=2,386.0949,9.8877,70.1058,85.6704,8.5848,96.714
P08559,Pyruvate dehydrogenase E1 component subunit alpha_ somatic form_ mitochondrial OS=Homo sapiens GN=PDHA1 PE=1 SV=3,278.4348,196.8138,1301.8146,424.5018,341.5596,268.4112
P28288,ATP-binding cassette sub-family D member 3 OS=Homo sapiens GN=ABCD3 PE=1 SV=1,166.4085,181.6338,1008.7761,496.2693,375.1887,128.013
O60749,Sorting nexin-2 OS=Homo sapiens GN=SNX2 PE=1 SV=2,123.2385,103.6443,348.7983,200.8467,90.9795,20.949
P23246,Splicing factor_ proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2,682.1715,558.6342,2924.9331,1119.5109,706.9854,721.656
P78527,DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3,375.2043,480.7074,2463.4539,1070.3625,676.4361,556.7871
Q7KZF4,Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1,844.1064,938.9037,4635.732,1372.6056,744.7203,717.2727
P24752,Acetyl-CoA acetyltransferase_ mitochondrial OS=Homo sapiens GN=ACAT1 PE=1 SV=1,90.6327,167.1249,628.8273,642.5448,208.0044,136.9422
Q9P1U1,Actin-related protein 3B OS=Homo sapiens GN=ACTR3B PE=1 SV=1,369.4917,125.4939,307.0329,164.6448,194.8422,210.6462
O94925,Glutaminase kidney isoform_ mitochondrial OS=Homo sapiens GN=GLS PE=1 SV=1,76.9164,317.7774,1371.3957,730.5798,420.0078,249.7608
P82094,TATA element modulatory factor OS=Homo sapiens GN=TMF1 PE=1 SV=2,262.434,102.4245,234.8727,103.0779,125.2962,173.8755
Q14764,Major vault protein OS=Homo sapiens GN=MVP PE=1 SV=4,663.6483,945.8259,4498.875,1793.2821,1149.0882,844.0458
P46937,Yorkie homolog OS=Homo sapiens GN=YAP1 PE=1 SV=2,115.8312,72.5346,412.5657,121.9761,71.3874,54.2127
Q99715,Collagen alpha-1(XII) chain OS=Homo sapiens GN=COL12A1 PE=1 SV=2,407.4411,329.0517,775.623,384.0087,300.3081,367.4886
Q99714,3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens GN=HSD17B10 PE=1 SV=3,40.4043,262.8168,901.2492,521.8698,510.3672,316.1361
Q9NPD3,Exosome complex component RRP41 OS=Homo sapiens GN=EXOSC4 PE=1 SV=3,94.1403,112.0113,395.6325,266.2914,117.5616,169.5861
Q14697,Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3,1239.5532,1054.9167,4481.247,1826.5674,1208.1282,872.3718
Q04637,Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4,435.2382,374.0844,1815.0474,747.2487,574.4682,412.3728
Q5T9A4,ATPase family AAA domain-containing protein 3B OS=Homo sapiens GN=ATAD3B PE=1 SV=1,29.8389,41.6475,451.0476,107.0058,21.0669,36.0756
P26447,Protein S100-A4 OS=Homo sapiens GN=S100A4 PE=1 SV=1,29.1021,301.9728,998.7261,404.1234,319.3932,192.8859
Q14165,Malectin OS=Homo sapiens GN=MLEC PE=1 SV=1,228.2043,143.2842,746.8698,534.4692,326.013,210.0372
Q15717,ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2,315.5715,537.6642,2934.324,978.3996,701.8629,521.6094
P10809,60 kDa heat shock protein_ mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2,319.3008,1057.824,5549.46,1775.0277,1756.4334,1380.4128
Q15631,Translin OS=Homo sapiens GN=TSN PE=1 SV=1,71.0526,97.5417,255.3924,213.6603,145.8765,158.4354
P62341,Selenoprotein T OS=Homo sapiens GN=SELT PE=2 SV=2,14.4327,92.8305,238.0353,60.6438,186.396,118.5351
Q16836,Hydroxyacyl-coenzyme A dehydrogenase_ mitochondrial OS=Homo sapiens GN=HADH PE=1 SV=3,185.5278,193.4247,1176.9216,427.9671,440.5821,275.6655
Q96G03,Phosphoglucomutase-2 OS=Homo sapiens GN=PGM2 PE=1 SV=4,74.4171,127.3593,550.0539,229.3851,72.0549,110.2689
P15144,Aminopeptidase N OS=Homo sapiens GN=ANPEP PE=1 SV=4,123.8214,267.4632,1309.7949,656.3112,320.9946,286.5147
P54709,Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens GN=ATP1B3 PE=1 SV=1,73.1574,235.7151,811.7112,252.6807,315.933,243.1224
Q13492,Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens GN=PICALM PE=1 SV=2,51.2298,259.0899,1273.7643,643.5495,459.5262,311.5584
Q16543,Hsp90 co-chaperone Cdc37 OS=Homo sapiens GN=CDC37 PE=1 SV=1,188.5575,129.2646,561.2796,559.9788,202.3323,275.6598
O60361,Putative nucleoside diphosphate kinase OS=Homo sapiens GN=NME2P1 PE=5 SV=1,41.8107,7.0191,505.4373,48.6216,38.2065,12.1446
Q16540,39S ribosomal protein L23_ mitochondrial OS=Homo sapiens GN=MRPL23 PE=1 SV=1,82.698,23.7267,312.3873,112.3269,230.8545,121.9074
P49368,T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4,352.2582,710.604,3384.531,1335.3483,819.4011,759.729
P32119,Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5,480.3543,378.1611,1836.1482,747.0948,579.5334,447.7542
Q9H3S7,Tyrosine-protein phosphatase non-receptor type 23 OS=Homo sapiens GN=PTPN23 PE=1 SV=1,77.6625,109.3449,697.8039,258.5238,139.3809,98.8053
Q8NFH3,Nucleoporin Nup43 OS=Homo sapiens GN=NUP43 PE=1 SV=1,98.4609,86.7051,364.293,255.9447,178.2582,83.316
P19013,Keratin_ type II cytoskeletal 4 OS=Homo sapiens GN=KRT4 PE=1 SV=4,201.531,59.1714,159.7116,60.9369,41.394,23.7585
P26196,Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens GN=DDX6 PE=1 SV=2,196.0413,391.2975,1737.3438,839.4576,562.3314,341.9133
O95782,AP-2 complex subunit alpha-1 OS=Homo sapiens GN=AP2A1 PE=1 SV=3,354.1971,382.7148,1379.2191,537.5517,418.0911,298.1052
Q9UBV8,Peflin OS=Homo sapiens GN=PEF1 PE=1 SV=1,48.7872,51.7206,229.5939,152.3928,68.9241,29.3223
Q92747,Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens GN=ARPC1A PE=1 SV=2,62.1177,175.8078,1194.3525,542.6016,171.3165,207.9153
Q9UBV2,Protein sel-1 homolog 1 OS=Homo sapiens GN=SEL1L PE=1 SV=3,108.4653,244.3173,1417.1742,495.5625,348.18,244.1025
P13646,Keratin_ type I cytoskeletal 13 OS=Homo sapiens GN=KRT13 PE=1 SV=4,354.3993,70.0347,179.4435,13.4892,55.4046,16.5504
Q04828,Aldo-keto reductase family 1 member C1 OS=Homo sapiens GN=AKR1C1 PE=1 SV=1,21.9333,223.1505,339.5076,221.1798,200.7318,229.6443
P54652,Heat shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1,100.1055,42.6369,270.8532,47.6367,38.7408,39.6948
P48163,NADP-dependent malic enzyme OS=Homo sapiens GN=ME1 PE=1 SV=1,120.4029,299.2893,1253.3439,720.8058,429.825,286.1916
Q14139,Ubiquitin conjugation factor E4 A OS=Homo sapiens GN=UBE4A PE=1 SV=2,138.9957,102.9486,248.5878,225.6513,102.0072,49.1061
Q16695,Histone H3.1t OS=Homo sapiens GN=HIST3H3 PE=1 SV=3,632.2524,11.3241,68.5038,10.8483,16.2198,19.2852
P63167,Dynein light chain 1_ cytoplasmic OS=Homo sapiens GN=DYNLL1 PE=1 SV=1,288.2382,152.8533,1940.7198,459.9075,495.291,347.5338
Q9UHV9,Prefoldin subunit 2 OS=Homo sapiens GN=PFDN2 PE=1 SV=1,100.1121,87.5631,621.0822,171.1848,121.485,108.063
Q9Y5M8,Signal recognition particle receptor subunit beta OS=Homo sapiens GN=SRPRB PE=1 SV=3,121.3035,129.9378,536.1819,436.6587,131.1543,156.6432
P33992,DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=5,145.0311,191.2881,801.6198,359.2134,264.5358,150.3645
P33993,DNA replication licensing factor MCM7 OS=Homo sapiens GN=MCM7 PE=1 SV=4,287.7021,270.7719,827.5332,686.4522,449.124,309.5817
P33991,DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5,59.1588,203.4747,631.0401,460.8102,294.6189,236.2329
P12081,Histidine--tRNA ligase_ cytoplasmic OS=Homo sapiens GN=HARS PE=1 SV=2,281.475,297.3555,1474.4955,578.6442,370.5852,287.4969
P50914,60S ribosomal protein L14 OS=Homo sapiens GN=RPL14 PE=1 SV=4,176.0865,443.8206,1615.5576,919.6464,625.38,572.895
P30533,Alpha-2-macroglobulin receptor-associated protein OS=Homo sapiens GN=LRPAP1 PE=1 SV=1,131.0157,97.4919,1124.532,678.2796,156.4989,135.069
P49755,Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens GN=TMED10 PE=1 SV=2,158.5206,362.4678,1924.8747,627.4527,373.227,508.953
P60981,Destrin OS=Homo sapiens GN=DSTN PE=1 SV=3,172.1886,360.1848,1701.5367,570.5304,444.0669,543.4878
P49593,Protein phosphatase 1F OS=Homo sapiens GN=PPM1F PE=1 SV=3,56.9682,87.6849,362.6655,235.1973,82.5093,107.7117
P49591,Serine--tRNA ligase_ cytoplasmic OS=Homo sapiens GN=SARS PE=1 SV=3,38.2881,160.9536,1322.0442,567.3924,277.6449,216.5349
P49590,Probable histidine--tRNA ligase_ mitochondrial OS=Homo sapiens GN=HARS2 PE=1 SV=1,39.6213,9.0876,75.1359,276.9432,31.2831,7.1067
P61586,Transforming protein RhoA OS=Homo sapiens GN=RHOA PE=1 SV=1,238.4823,412.6713,1491.3237,912.9474,602.6754,388.2057
P83436,Conserved oligomeric Golgi complex subunit 7 OS=Homo sapiens GN=COG7 PE=1 SV=1,31.6596,43.8504,216.1692,98.9115,60.7437,30.4572
Q9UNH7,Sorting nexin-6 OS=Homo sapiens GN=SNX6 PE=1 SV=1,82.7448,67.1679,795.6768,166.1004,396.0858,243.0789
Q4G0F5,Vacuolar protein sorting-associated protein 26B OS=Homo sapiens GN=VPS26B PE=1 SV=2,17.9085,51.4017,361.4532,80.5506,32.8302,19.2051
O15042,U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=2,151.9617,131.3517,261.321,248.9253,170.6511,124.9158
P30626,Sorcin OS=Homo sapiens GN=SRI PE=1 SV=1,130.5078,145.8063,750.2721,327.3696,160.0254,126.9384
P16401,Histone H1.5 OS=Homo sapiens GN=HIST1H1B PE=1 SV=3,196.9845,596.0829,3587.805,1229.4528,841.1871,744.3201
Q14C86,GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens GN=GAPVD1 PE=1 SV=2,80.8467,144.7965,1164.3636,232.4721,147.033,122.1594
Q9NR12,PDZ and LIM domain protein 7 OS=Homo sapiens GN=PDLIM7 PE=1 SV=1,532.7277,500.5833,2549.7648,1045.3671,627.7674,602.4174
P23634,Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens GN=ATP2B4 PE=1 SV=2,201.4026,345.3894,1863.7935,479.2644,374.1744,335.3217
P51665,26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens GN=PSMD7 PE=1 SV=2,58.8156,342.7281,1426.0395,907.8339,611.1594,354.105
Q969V3,Nicalin OS=Homo sapiens GN=NCLN PE=1 SV=2,349.6284,368.9061,2141.6295,603.9186,309.219,320.7885
Q9HBL0,Tensin-1 OS=Homo sapiens GN=TNS1 PE=1 SV=2,113.1021,64.3281,288.9495,341.3745,269.427,157.5042
A6NHR9,Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens GN=SMCHD1 PE=1 SV=2,178.7475,273.8181,652.0947,347.8521,259.8819,136.9782
Q96F07,Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens GN=CYFIP2 PE=1 SV=2,18.6156,61.8948,87.9291,103.065,32.0466,32.4762
Q96IU4,Alpha/beta hydrolase domain-containing protein 14B OS=Homo sapiens GN=ABHD14B PE=1 SV=1,113.7519,145.224,629.3895,91.8444,262.7601,118.9683
Q7Z3U7,Protein MON2 homolog OS=Homo sapiens GN=MON2 PE=1 SV=2,49.3035,76.2879,799.5312,255.1734,185.0547,61.5216
P27824,Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2,428.1675,634.908,2613.8319,975.927,800.6538,593.4078
Q9Y2X3,Nucleolar protein 58 OS=Homo sapiens GN=NOP58 PE=1 SV=1,171.7461,285.4854,1292.3826,493.0176,505.2876,338.7924
Q6PKG0,La-related protein 1 OS=Homo sapiens GN=LARP1 PE=1 SV=2,146.844,217.0596,508.4841,386.8197,345.5625,124.3524
P62906,60S ribosomal protein L10a OS=Homo sapiens GN=RPL10A PE=1 SV=2,365.4753,907.8822,3688.707,1640.1183,1232.3838,883.3992
P83731,60S ribosomal protein L24 OS=Homo sapiens GN=RPL24 PE=1 SV=1,946.7616,735.2277,2741.7309,1050.3525,1046.1891,793.242
P28074,Proteasome subunit beta type-5 OS=Homo sapiens GN=PSMB5 PE=1 SV=3,410.1888,494.6934,1885.9377,1028.6199,550.0434,545.6097
Q93062,RNA-binding protein with multiple splicing OS=Homo sapiens GN=RBPMS PE=1 SV=1,34.5786,127.653,262.6071,117.3585,156.4026,71.1243
Q14498,RNA-binding protein 39 OS=Homo sapiens GN=RBM39 PE=1 SV=2,86.8263,96.7983,941.2191,188.7324,218.5239,70.0308
Q00325,Phosphate carrier protein_ mitochondrial OS=Homo sapiens GN=SLC25A3 PE=1 SV=2,357.315,365.5356,1581.558,311.9295,480.4701,228.9846
Q15393,Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4,227.9163,302.958,1228.7949,690.5154,373.0368,268.7364
O60568,Procollagen-lysine_2-oxoglutarate 5-dioxygenase 3 OS=Homo sapiens GN=PLOD3 PE=1 SV=1,359.8512,352.9197,1929.2682,978.315,375.3513,247.2621
Q15397,Pumilio domain-containing protein KIAA0020 OS=Homo sapiens GN=KIAA0020 PE=1 SV=3,96.8271,97.5483,305.1909,268.692,76.5462,180.2496
O95865,N(G)_N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Homo sapiens GN=DDAH2 PE=1 SV=1,81.3405,175.083,370.323,412.1433,206.0085,101.2605
O95864,Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1,113.1084,109.5999,825.2466,249.2448,59.6859,61.0959
O15269,Serine palmitoyltransferase 1 OS=Homo sapiens GN=SPTLC1 PE=1 SV=1,178.6107,75.2058,315.3564,178.1442,38.5917,171.0747
O15260,Surfeit locus protein 4 OS=Homo sapiens GN=SURF4 PE=1 SV=3,366.9093,475.7478,1439.1507,625.5375,537.1077,360.0117
Q9UJS0,Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens GN=SLC25A13 PE=1 SV=2,49.8594,43.5465,361.2585,108.3624,200.9325,71.8719
P53007,Tricarboxylate transport protein_ mitochondrial OS=Homo sapiens GN=SLC25A1 PE=1 SV=2,282.4992,322.332,1659.036,640.6557,516.0372,377.7786
P53004,Biliverdin reductase A OS=Homo sapiens GN=BLVRA PE=1 SV=2,182.559,157.3704,711.7359,288.4338,383.5821,169.4082
P35580,Myosin-10 OS=Homo sapiens GN=MYH10 PE=1 SV=3,192.3333,415.7769,1069.812,558.8916,304.9437,197.1912
P49023,Paxillin OS=Homo sapiens GN=PXN PE=1 SV=3,49.2822,246.861,874.635,335.7348,164.9373,190.3356
P39019,40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2,166.5093,546.7035,1940.3004,857.1702,660.1554,479.853
P60228,Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens GN=EIF3E PE=1 SV=1,249.444,337.6776,1669.6578,701.1177,505.2063,330.6102
Q86XP3,ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1,182.3277,118.2564,716.8116,451.4073,89.7828,88.6407
Q8WX93,Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3,352.461,502.2942,3973.662,1210.9518,671.3691,465.6648
P56385,ATP synthase subunit e_ mitochondrial OS=Homo sapiens GN=ATP5I PE=1 SV=2,161.8128,126.9291,2029.8474,599.9352,163.3725,122.8026
P00558,Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3,185.5377,647.9109,2939.1417,1370.46,889.2369,955.9155
Q9Y6B6,GTP-binding protein SAR1b OS=Homo sapiens GN=SAR1B PE=1 SV=1,64.1499,95.5452,640.1673,53.4858,161.3133,168.4074
P46108,Adapter molecule crk OS=Homo sapiens GN=CRK PE=1 SV=2,58.5702,103.695,257.112,162.8964,91.7241,47.1675
Q15084,Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 PE=1 SV=1,804.5646,946.1943,3840.918,1437.4668,863.3292,867.2925
Q99873,Protein arginine N-methyltransferase 1 OS=Homo sapiens GN=PRMT1 PE=1 SV=2,205.3065,418.6701,1508.9943,682.4937,495.9261,343.2834
P06702,Protein S100-A9 OS=Homo sapiens GN=S100A9 PE=1 SV=1,109.9332,624.0723,437.6217,178.7769,180.0444,79.6455
Q05682,Caldesmon OS=Homo sapiens GN=CALD1 PE=1 SV=3,260.2767,595.3554,2513.3448,1325.2293,859.4721,757.2636
Q05048,Cleavage stimulation factor subunit 1 OS=Homo sapiens GN=CSTF1 PE=1 SV=1,148.4214,167.3085,858.8061,302.1063,218.1027,144.0603
Q92621,Nuclear pore complex protein Nup205 OS=Homo sapiens GN=NUP205 PE=1 SV=3,102.9786,287.2404,472.0089,235.5609,167.9739,116.4219
Q92626,Peroxidasin homolog OS=Homo sapiens GN=PXDN PE=1 SV=2,192.5943,332.9118,1237.9461,751.6566,443.2518,296.3106
Q9BSH4,Translational activator of cytochrome c oxidase 1 OS=Homo sapiens GN=TACO1 PE=1 SV=1,38.2659,174.9771,787.6095,300.6036,179.424,177.054
O75935,Dynactin subunit 3 OS=Homo sapiens GN=DCTN3 PE=1 SV=1,32.6469,46.7925,186.2334,76.1841,31.9377,31.5171
P53396,ATP-citrate synthase OS=Homo sapiens GN=ACLY PE=1 SV=3,720.8511,1005.2982,4666.254,1647.789,1511.5113,927.3768
P42025,Beta-centractin OS=Homo sapiens GN=ACTR1B PE=1 SV=1,158.7756,31.2459,11.1921,191.9928,30.1944,15.2427
P20020,Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens GN=ATP2B1 PE=1 SV=3,414.6036,217.6353,299.3793,193.548,294.2658,71.2434
P43686,26S protease regulatory subunit 6B OS=Homo sapiens GN=PSMC4 PE=1 SV=2,214.0341,402.3177,1598.9334,642.1998,527.3589,390.0657
Q9UHG3,Prenylcysteine oxidase 1 OS=Homo sapiens GN=PCYOX1 PE=1 SV=3,196.7418,263.1063,1651.9179,486.5154,405.1209,325.3296
Q9NRL3,Striatin-4 OS=Homo sapiens GN=STRN4 PE=1 SV=2,67.0356,118.3455,447.7803,159.5508,92.8992,91.2018
P49207,60S ribosomal protein L34 OS=Homo sapiens GN=RPL34 PE=1 SV=3,247.068,315.1176,2610.8907,247.3794,565.2621,441.6873
P46926,Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens GN=GNPDA1 PE=1 SV=1,23.385,164.1702,645.0282,311.1993,126.3552,107.2953
O75718,Cartilage-associated protein OS=Homo sapiens GN=CRTAP PE=1 SV=1,127.7973,255.5598,1041.9414,472.5966,219.9048,125.1057
Q92538,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Homo sapiens GN=GBF1 PE=1 SV=2,258.285,311.91,932.5614,799.3686,398.8668,284.1897
Q9BTE6,Alanyl-tRNA editing protein Aarsd1 OS=Homo sapiens GN=AARSD1 PE=1 SV=2,73.488,66.0897,228.2616,250.2942,72.8676,10.8999
P53621,Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2,514.2213,703.7268,3380.628,1305.5874,928.8018,642.9444
P27105,Erythrocyte band 7 integral membrane protein OS=Homo sapiens GN=STOM PE=1 SV=3,71.8737,401.7327,2021.2635,266.8998,450.0129,231.9627
Q02809,Procollagen-lysine_2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens GN=PLOD1 PE=1 SV=2,393.807,534.078,2019.3504,1022.2932,701.7912,402.7344
P20339,Ras-related protein Rab-5A OS=Homo sapiens GN=RAB5A PE=1 SV=2,48.8703,140.679,576.4809,198.2412,164.8521,123.1296
Q15628,Tumor necrosis factor receptor type 1-associated DEATH domain protein OS=Homo sapiens GN=TRADD PE=1 SV=2,40.2936,78.2343,301.0395,333.0525,82.0857,41.2287
Q16658,Fascin OS=Homo sapiens GN=FSCN1 PE=1 SV=3,1111.0893,1181.7885,5583.741,1863.2196,1502.8794,1230.0447
P36776,Lon protease homolog_ mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=2,61.6737,182.1786,910.3404,502.3896,263.9304,229.2111
Q9NZ08,Endoplasmic reticulum aminopeptidase 1 OS=Homo sapiens GN=ERAP1 PE=1 SV=3,66.9972,154.1628,590.5308,233.1297,177.5352,95.1744
Q13488,V-type proton ATPase 116 kDa subunit a isoform 3 OS=Homo sapiens GN=TCIRG1 PE=1 SV=3,200.01,129.8196,850.5516,380.0688,201.7524,161.6232
Q9H4A4,Aminopeptidase B OS=Homo sapiens GN=RNPEP PE=1 SV=2,134.3277,136.9368,723.9066,232.0134,248.0679,144.3777
P15170,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens GN=GSPT1 PE=1 SV=1,34.5717,241.3257,812.2038,504.4851,355.2582,236.8863
Q9NZ01,Very-long-chain enoyl-CoA reductase OS=Homo sapiens GN=TECR PE=1 SV=1,258.4695,265.0725,1511.5944,685.5483,272.607,209.8011
Q16531,DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1,347.3688,418.881,4040.301,881.0433,608.7762,610.0794
P22695,Cytochrome b-c1 complex subunit 2_ mitochondrial OS=Homo sapiens GN=UQCRC2 PE=1 SV=3,413.8311,799.6935,3657.111,1470.9813,1081.4061,522.4905
Q13247,Serine/arginine-rich splicing factor 6 OS=Homo sapiens GN=SRSF6 PE=1 SV=2,266.2395,57.0522,656.1993,299.982,170.3115,239.712
Q6NUK1,Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens GN=SLC25A24 PE=1 SV=2,229.1973,217.3368,405.8118,457.0641,202.6947,81.2328
Q13242,Serine/arginine-rich splicing factor 9 OS=Homo sapiens GN=SRSF9 PE=1 SV=1,236.1021,66.7518,1197.8793,277.7946,281.8059,162.0501
